mDot tR H2 O2 N2 H2O H O OH HO2 H2O2 N NO NO2 T
3.8070e-05 2.2038e-01 1.2885e-03 6.6472e-03 7.4381e-01 2.4004e-01 7.8953e-05 3.8303e-04 4.9417e-03 1.5539e-06 1.8549e-07 4.0524e-08 2.8050e-03 6.3411e-07 2.3757e+03
3.8511e-05 2.1786e-01 1.2888e-03 6.6510e-03 7.4382e-01 2.4003e-01 7.9011e-05 3.8336e-04 4.9436e-03 1.5547e-06 1.8567e-07 4.0505e-08 2.8018e-03 6.3309e-07 2.3757e+03
3.8957e-05 2.1536e-01 1.2892e-03 6.6549e-03 7.4382e-01 2.4003e-01 7.9070e-05 3.8369e-04 4.9455e-03 1.5555e-06 1.8585e-07 4.0486e-08 2.7985e-03 6.3205e-07 2.3756e+03
3.9409e-05 2.1290e-01 1.2896e-03 6.6589e-03 7.4382e-01 2.4002e-01 7.9130e-05 3.8402e-04 4.9475e-03 1.5564e-06 1.8603e-07 4.0467e-08 2.7952e-03 6.3101e-07 2.3756e+03
3.9866e-05 2.1046e-01 1.2900e-03 6.6628e-03 7.4382e-01 2.4002e-01 7.9191e-05 3.8436e-04 4.9494e-03 1.5572e-06 1.8621e-07 4.0448e-08 2.7919e-03 6.2995e-07 2.3756e+03
4.0328e-05 2.0805e-01 1.2903e-03 6.6669e-03 7.4382e-01 2.4001e-01 7.9252e-05 3.8470e-04 4.9514e-03 1.5580e-06 1.8640e-07 4.0428e-08 2.7886e-03 6.2889e-07 2.3755e+03
4.0795e-05 2.0567e-01 1.2907e-03 6.6709e-03 7.4382e-01 2.4001e-01 7.9314e-05 3.8504e-04 4.9534e-03 1.5589e-06 1.8659e-07 4.0408e-08 2.7852e-03 6.2782e-07 2.3755e+03
4.1268e-05 2.0332e-01 1.2911e-03 6.6750e-03 7.4382e-01 2.4000e-01 7.9376e-05 3.8539e-04 4.9554e-03 1.5597e-06 1.8678e-07 4.0388e-08 2.7818e-03 6.2674e-07 2.3754e+03
4.1747e-05 2.0099e-01 1.2915e-03 6.6792e-03 7.4383e-01 2.4000e-01 7.9440e-05 3.8575e-04 4.9574e-03 1.5606e-06 1.8697e-07 4.0368e-08 2.7784e-03 6.2564e-07 2.3754e+03
4.2230e-05 1.9869e-01 1.2919e-03 6.6834e-03 7.4383e-01 2.3999e-01 7.9503e-05 3.8610e-04 4.9594e-03 1.5615e-06 1.8717e-07 4.0347e-08 2.7749e-03 6.2454e-07 2.3753e+03
4.2720e-05 1.9642e-01 1.2923e-03 6.6876e-03 7.4383e-01 2.3999e-01 7.9568e-05 3.8646e-04 4.9615e-03 1.5624e-06 1.8737e-07 4.0326e-08 2.7714e-03 6.2343e-07 2.3753e+03
4.3215e-05 1.9417e-01 1.2927e-03 6.6919e-03 7.4383e-01 2.3998e-01 7.9633e-05 3.8683e-04 4.9636e-03 1.5633e-06 1.8757e-07 4.0306e-08 2.7679e-03 6.2232e-07 2.3752e+03
4.3716e-05 1.9195e-01 1.2931e-03 6.6962e-03 7.4383e-01 2.3998e-01 7.9700e-05 3.8720e-04 4.9657e-03 1.5642e-06 1.8777e-07 4.0284e-08 2.7643e-03 6.2119e-07 2.3752e+03
4.4223e-05 1.8976e-01 1.2935e-03 6.7006e-03 7.4383e-01 2.3997e-01 7.9766e-05 3.8757e-04 4.9679e-03 1.5651e-06 1.8797e-07 4.0263e-08 2.7607e-03 6.2005e-07 2.3751e+03
4.4735e-05 1.8758e-01 1.2939e-03 6.7050e-03 7.4384e-01 2.3997e-01 7.9834e-05 3.8794e-04 4.9700e-03 1.5660e-06 1.8818e-07 4.0242e-08 2.7571e-03 6.1890e-07 2.3751e+03
4.5254e-05 1.8544e-01 1.2944e-03 6.7094e-03 7.4384e-01 2.3996e-01 7.9902e-05 3.8832e-04 4.9722e-03 1.5669e-06 1.8839e-07 4.0220e-08 2.7534e-03 6.1774e-07 2.3750e+03
4.5778e-05 1.8332e-01 1.2948e-03 6.7139e-03 7.4384e-01 2.3996e-01 7.9971e-05 3.8871e-04 4.9744e-03 1.5679e-06 1.8860e-07 4.0198e-08 2.7498e-03 6.1657e-07 2.3749e+03
4.6309e-05 1.8122e-01 1.2952e-03 6.7184e-03 7.4384e-01 2.3995e-01 8.0041e-05 3.8910e-04 4.9766e-03 1.5688e-06 1.8881e-07 4.0176e-08 2.7460e-03 6.1540e-07 2.3749e+03
4.6846e-05 1.7915e-01 1.2957e-03 6.7230e-03 7.4384e-01 2.3994e-01 8.0111e-05 3.8949e-04 4.9789e-03 1.5698e-06 1.8903e-07 4.0153e-08 2.7423e-03 6.1421e-07 2.3748e+03
4.7389e-05 1.7710e-01 1.2961e-03 6.7277e-03 7.4385e-01 2.3994e-01 8.0183e-05 3.8989e-04 4.9811e-03 1.5707e-06 1.8924e-07 4.0130e-08 2.7385e-03 6.1301e-07 2.3748e+03
4.7938e-05 1.7507e-01 1.2966e-03 6.7323e-03 7.4385e-01 2.3993e-01 8.0255e-05 3.9029e-04 4.9834e-03 1.5717e-06 1.8946e-07 4.0107e-08 2.7347e-03 6.1180e-07 2.3747e+03
4.8494e-05 1.7307e-01 1.2970e-03 6.7371e-03 7.4385e-01 2.3993e-01 8.0328e-05 3.9069e-04 4.9857e-03 1.5727e-06 1.8969e-07 4.0084e-08 2.7308e-03 6.1059e-07 2.3747e+03
4.9056e-05 1.7109e-01 1.2975e-03 6.7418e-03 7.4385e-01 2.3992e-01 8.0401e-05 3.9110e-04 4.9881e-03 1.5737e-06 1.8991e-07 4.0061e-08 2.7269e-03 6.0936e-07 2.3746e+03
4.9624e-05 1.6913e-01 1.2979e-03 6.7467e-03 7.4385e-01 2.3992e-01 8.0476e-05 3.9152e-04 4.9904e-03 1.5747e-06 1.9014e-07 4.0037e-08 2.7230e-03 6.0812e-07 2.3746e+03
5.0200e-05 1.6720e-01 1.2984e-03 6.7515e-03 7.4385e-01 2.3991e-01 8.0551e-05 3.9194e-04 4.9928e-03 1.5757e-06 1.9037e-07 4.0014e-08 2.7191e-03 6.0688e-07 2.3745e+03
5.0782e-05 1.6528e-01 1.2989e-03 6.7564e-03 7.4386e-01 2.3990e-01 8.0627e-05 3.9236e-04 4.9952e-03 1.5767e-06 1.9060e-07 3.9989e-08 2.7151e-03 6.0562e-07 2.3744e+03
5.1370e-05 1.6339e-01 1.2993e-03 6.7614e-03 7.4386e-01 2.3990e-01 8.0704e-05 3.9279e-04 4.9976e-03 1.5778e-06 1.9084e-07 3.9965e-08 2.7111e-03 6.0435e-07 2.3744e+03
5.1966e-05 1.6152e-01 1.2998e-03 6.7664e-03 7.4386e-01 2.3989e-01 8.0782e-05 3.9322e-04 5.0001e-03 1.5788e-06 1.9108e-07 3.9941e-08 2.7070e-03 6.0307e-07 2.3743e+03
5.2568e-05 1.5968e-01 1.3003e-03 6.7715e-03 7.4386e-01 2.3988e-01 8.0861e-05 3.9366e-04 5.0026e-03 1.5799e-06 1.9132e-07 3.9916e-08 2.7029e-03 6.0179e-07 2.3742e+03
5.3177e-05 1.5785e-01 1.3008e-03 6.7766e-03 7.4386e-01 2.3988e-01 8.0940e-05 3.9410e-04 5.0051e-03 1.5810e-06 1.9156e-07 3.9891e-08 2.6988e-03 6.0049e-07 2.3742e+03
5.3794e-05 1.5605e-01 1.3013e-03 6.7818e-03 7.4387e-01 2.3987e-01 8.1021e-05 3.9454e-04 5.0076e-03 1.5820e-06 1.9181e-07 3.9865e-08 2.6946e-03 5.9918e-07 2.3741e+03
5.4417e-05 1.5426e-01 1.3018e-03 6.7870e-03 7.4387e-01 2.3986e-01 8.1102e-05 3.9499e-04 5.0102e-03 1.5831e-06 1.9205e-07 3.9840e-08 2.6904e-03 5.9786e-07 2.3741e+03
5.5048e-05 1.5250e-01 1.3023e-03 6.7923e-03 7.4387e-01 2.3986e-01 8.1184e-05 3.9545e-04 5.0127e-03 1.5842e-06 1.9231e-07 3.9814e-08 2.6862e-03 5.9653e-07 2.3740e+03
5.5686e-05 1.5075e-01 1.3028e-03 6.7976e-03 7.4387e-01 2.3985e-01 8.1267e-05 3.9591e-04 5.0153e-03 1.5853e-06 1.9256e-07 3.9788e-08 2.6820e-03 5.9519e-07 2.3739e+03
5.6331e-05 1.4903e-01 1.3033e-03 6.8030e-03 7.4387e-01 2.3984e-01 8.1351e-05 3.9638e-04 5.0180e-03 1.5865e-06 1.9282e-07 3.9762e-08 2.6777e-03 5.9384e-07 2.3739e+03
5.6984e-05 1.4732e-01 1.3039e-03 6.8084e-03 7.4388e-01 2.3984e-01 8.1436e-05 3.9685e-04 5.0206e-03 1.5876e-06 1.9308e-07 3.9735e-08 2.6733e-03 5.9248e-07 2.3738e+03
5.7645e-05 1.4564e-01 1.3044e-03 6.8139e-03 7.4388e-01 2.3983e-01 8.1522e-05 3.9732e-04 5.0233e-03 1.5888e-06 1.9334e-07 3.9708e-08 2.6689e-03 5.9111e-07 2.3737e+03
5.8313e-05 1.4397e-01 1.3049e-03 6.8194e-03 7.4388e-01 2.3982e-01 8.1608e-05 3.9780e-04 5.0260e-03 1.5899e-06 1.9360e-07 3.9681e-08 2.6645e-03 5.8973e-07 2.3737e+03
5.8989e-05 1.4233e-01 1.3055e-03 6.8250e-03 7.4388e-01 2.3982e-01 8.1696e-05 3.9829e-04 5.0288e-03 1.5911e-06 1.9387e-07 3.9654e-08 2.6601e-03 5.8834e-07 2.3736e+03
5.9673e-05 1.4070e-01 1.3060e-03 6.8306e-03 7.4388e-01 2.3981e-01 8.1784e-05 3.9878e-04 5.0315e-03 1.5923e-06 1.9414e-07 3.9626e-08 2.6556e-03 5.8693e-07 2.3735e+03
6.0364e-05 1.3909e-01 1.3066e-03 6.8363e-03 7.4389e-01 2.3980e-01 8.1874e-05 3.9928e-04 5.0343e-03 1.5935e-06 1.9442e-07 3.9598e-08 2.6511e-03 5.8552e-07 2.3735e+03
6.1064e-05 1.3750e-01 1.3071e-03 6.8421e-03 7.4389e-01 2.3979e-01 8.1964e-05 3.9978e-04 5.0371e-03 1.5947e-06 1.9470e-07 3.9570e-08 2.6466e-03 5.8410e-07 2.3734e+03
6.1772e-05 1.3593e-01 1.3077e-03 6.8479e-03 7.4389e-01 2.3979e-01 8.2056e-05 4.0029e-04 5.0400e-03 1.5959e-06 1.9498e-07 3.9542e-08 2.6420e-03 5.8266e-07 2.3733e+03
6.2488e-05 1.3437e-01 1.3083e-03 6.8537e-03 7.4389e-01 2.3978e-01 8.2148e-05 4.0080e-04 5.0428e-03 1.5971e-06 1.9526e-07 3.9513e-08 2.6374e-03 5.8122e-07 2.3732e+03
6.3212e-05 1.3284e-01 1.3088e-03 6.8597e-03 7.4389e-01 2.3977e-01 8.2242e-05 4.0132e-04 5.0457e-03 1.5983e-06 1.9555e-07 3.9484e-08 2.6327e-03 5.7976e-07 2.3732e+03
6.3945e-05 1.3132e-01 1.3094e-03 6.8656e-03 7.4390e-01 2.3977e-01 8.2336e-05 4.0184e-04 5.0487e-03 1.5996e-06 1.9584e-07 3.9454e-08 2.6280e-03 5.7829e-07 2.3731e+03
6.4686e-05 1.2982e-01 1.3100e-03 6.8717e-03 7.4390e-01 2.3976e-01 8.2432e-05 4.0237e-04 5.0516e-03 1.6009e-06 1.9613e-07 3.9425e-08 2.6233e-03 5.7682e-07 2.3730e+03
6.5436e-05 1.2833e-01 1.3106e-03 6.8778e-03 7.4390e-01 2.3975e-01 8.2528e-05 4.0290e-04 5.0546e-03 1.6021e-06 1.9643e-07 3.9395e-08 2.6185e-03 5.7533e-07 2.3729e+03
6.6194e-05 1.2686e-01 1.3112e-03 6.8839e-03 7.4390e-01 2.3974e-01 8.2626e-05 4.0344e-04 5.0576e-03 1.6034e-06 1.9673e-07 3.9365e-08 2.6137e-03 5.7383e-07 2.3729e+03
6.6962e-05 1.2541e-01 1.3118e-03 6.8901e-03 7.4391e-01 2.3973e-01 8.2725e-05 4.0399e-04 5.0607e-03 1.6047e-06 1.9703e-07 3.9334e-08 2.6088e-03 5.7232e-07 2.3728e+03
6.7738e-05 1.2398e-01 1.3124e-03 6.8964e-03 7.4391e-01 2.3973e-01 8.2824e-05 4.0454e-04 5.0637e-03 1.6060e-06 1.9733e-07 3.9304e-08 2.6040e-03 5.7080e-07 2.3727e+03
6.8523e-05 1.2256e-01 1.3131e-03 6.9027e-03 7.4391e-01 2.3972e-01 8.2925e-05 4.0510e-04 5.0668e-03 1.6074e-06 1.9764e-07 3.9273e-08 2.5990e-03 5.6927e-07 2.3726e+03
6.9317e-05 1.2116e-01 1.3137e-03 6.9091e-03 7.4391e-01 2.3971e-01 8.3027e-05 4.0566e-04 5.0700e-03 1.6087e-06 1.9796e-07 3.9241e-08 2.5941e-03 5.6772e-07 2.3726e+03
7.0121e-05 1.1978e-01 1.3143e-03 6.9156e-03 7.4391e-01 2.3970e-01 8.3130e-05 4.0623e-04 5.0731e-03 1.6101e-06 1.9827e-07 3.9210e-08 2.5891e-03 5.6617e-07 2.3725e+03
7.0933e-05 1.1841e-01 1.3150e-03 6.9221e-03 7.4392e-01 2.3969e-01 8.3234e-05 4.0680e-04 5.0763e-03 1.6114e-06 1.9859e-07 3.9178e-08 2.5841e-03 5.6461e-07 2.3724e+03
7.1756e-05 1.1705e-01 1.3156e-03 6.9286e-03 7.4392e-01 2.3968e-01 8.3339e-05 4.0739e-04 5.0795e-03 1.6128e-06 1.9891e-07 3.9146e-08 2.5790e-03 5.6303e-07 2.3723e+03
7.2587e-05 1.1572e-01 1.3163e-03 6.9353e-03 7.4392e-01 2.3968e-01 8.3445e-05 4.0797e-04 5.0828e-03 1.6142e-06 1.9924e-07 3.9113e-08 2.5739e-03 5.6145e-07 2.3722e+03
7.3429e-05 1.1439e-01 1.3169e-03 6.9420e-03 7.4392e-01 2.3967e-01 8.3553e-05 4.0857e-04 5.0861e-03 1.6156e-06 1.9957e-07 3.9080e-08 2.5687e-03 5.5985e-07 2.3722e+03
7.4280e-05 1.1309e-01 1.3176e-03 6.9487e-03 7.4393e-01 2.3966e-01 8.3661e-05 4.0916e-04 5.0894e-03 1.6170e-06 1.9991e-07 3.9047e-08 2.5635e-03 5.5824e-07 2.3721e+03
7.5141e-05 1.1179e-01 1.3183e-03 6.9556e-03 7.4393e-01 2.3965e-01 8.3771e-05 4.0977e-04 5.0927e-03 1.6184e-06 2.0024e-07 3.9014e-08 2.5583e-03 5.5663e-07 2.3720e+03
7.6012e-05 1.1051e-01 1.3189e-03 6.9624e-03 7.4393e-01 2.3964e-01 8.3882e-05 4.1038e-04 5.0961e-03 1.6199e-06 2.0058e-07 3.8980e-08 2.5531e-03 5.5500e-07 2.3719e+03
7.6893e-05 1.0925e-01 1.3196e-03 6.9694e-03 7.4393e-01 2.3963e-01 8.3994e-05 4.1100e-04 5.0995e-03 1.6213e-06 2.0093e-07 3.8946e-08 2.5478e-03 5.5336e-07 2.3718e+03
7.7784e-05 1.0800e-01 1.3203e-03 6.9764e-03 7.4394e-01 2.3962e-01 8.4107e-05 4.1163e-04 5.1030e-03 1.6228e-06 2.0128e-07 3.8912e-08 2.5424e-03 5.5171e-07 2.3717e+03
7.8686e-05 1.0677e-01 1.3210e-03 6.9835e-03 7.4394e-01 2.3961e-01 8.4222e-05 4.1226e-04 5.1064e-03 1.6243e-06 2.0163e-07 3.8877e-08 2.5370e-03 5.5005e-07 2.3716e+03
7.9598e-05 1.0555e-01 1.3217e-03 6.9906e-03 7.4394e-01 2.3960e-01 8.4338e-05 4.1289e-04 5.1099e-03 1.6258e-06 2.0198e-07 3.8842e-08 2.5316e-03 5.4837e-07 2.3715e+03
8.0520e-05 1.0434e-01 1.3224e-03 6.9978e-03 7.4394e-01 2.3960e-01 8.4455e-05 4.1354e-04 5.1135e-03 1.6273e-06 2.0234e-07 3.8807e-08 2.5262e-03 5.4669e-07 2.3715e+03
8.1454e-05 1.0315e-01 1.3232e-03 7.0051e-03 7.4395e-01 2.3959e-01 8.4573e-05 4.1419e-04 5.1170e-03 1.6289e-06 2.0271e-07 3.8771e-08 2.5207e-03 5.4500e-07 2.3714e+03
8.2398e-05 1.0197e-01 1.3239e-03 7.0125e-03 7.4395e-01 2.3958e-01 8.4692e-05 4.1485e-04 5.1206e-03 1.6304e-06 2.0308e-07 3.8735e-08 2.5151e-03 5.4329e-07 2.3713e+03
8.3353e-05 1.0081e-01 1.3246e-03 7.0199e-03 7.4395e-01 2.3957e-01 8.4813e-05 4.1551e-04 5.1243e-03 1.6320e-06 2.0345e-07 3.8699e-08 2.5096e-03 5.4158e-07 2.3712e+03
8.4319e-05 9.9654e-02 1.3254e-03 7.0274e-03 7.4395e-01 2.3956e-01 8.4935e-05 4.1618e-04 5.1279e-03 1.6335e-06 2.0382e-07 3.8662e-08 2.5040e-03 5.3985e-07 2.3711e+03
8.5296e-05 9.8515e-02 1.3261e-03 7.0349e-03 7.4396e-01 2.3955e-01 8.5058e-05 4.1686e-04 5.1317e-03 1.6351e-06 2.0420e-07 3.8625e-08 2.4983e-03 5.3811e-07 2.3710e+03
8.6285e-05 9.7389e-02 1.3269e-03 7.0425e-03 7.4396e-01 2.3954e-01 8.5183e-05 4.1755e-04 5.1354e-03 1.6367e-06 2.0459e-07 3.8588e-08 2.4926e-03 5.3637e-07 2.3709e+03
8.7285e-05 9.6277e-02 1.3277e-03 7.0502e-03 7.4396e-01 2.3953e-01 8.5309e-05 4.1824e-04 5.1392e-03 1.6383e-06 2.0498e-07 3.8550e-08 2.4869e-03 5.3461e-07 2.3708e+03
8.8297e-05 9.5177e-02 1.3284e-03 7.0580e-03 7.4397e-01 2.3952e-01 8.5436e-05 4.1894e-04 5.1430e-03 1.6400e-06 2.0537e-07 3.8513e-08 2.4811e-03 5.3284e-07 2.3707e+03
8.9320e-05 9.4089e-02 1.3292e-03 7.0658e-03 7.4397e-01 2.3951e-01 8.5565e-05 4.1965e-04 5.1468e-03 1.6416e-06 2.0576e-07 3.8474e-08 2.4753e-03 5.3106e-07 2.3706e+03
9.0356e-05 9.3014e-02 1.3300e-03 7.0737e-03 7.4397e-01 2.3950e-01 8.5695e-05 4.2036e-04 5.1507e-03 1.6433e-06 2.0617e-07 3.8436e-08 2.4695e-03 5.2927e-07 2.3705e+03
9.1403e-05 9.1951e-02 1.3308e-03 7.0817e-03 7.4397e-01 2.3949e-01 8.5826e-05 4.2108e-04 5.1546e-03 1.6450e-06 2.0657e-07 3.8397e-08 2.4636e-03 5.2747e-07 2.3704e+03
9.2463e-05 9.0901e-02 1.3316e-03 7.0897e-03 7.4398e-01 2.3948e-01 8.5959e-05 4.2181e-04 5.1585e-03 1.6467e-06 2.0698e-07 3.8357e-08 2.4577e-03 5.2566e-07 2.3703e+03
9.3534e-05 8.9862e-02 1.3325e-03 7.0979e-03 7.4398e-01 2.3947e-01 8.6093e-05 4.2255e-04 5.1625e-03 1.6484e-06 2.0739e-07 3.8318e-08 2.4517e-03 5.2384e-07 2.3702e+03
9.4618e-05 8.8836e-02 1.3333e-03 7.1060e-03 7.4398e-01 2.3945e-01 8.6228e-05 4.2329e-04 5.1665e-03 1.6501e-06 2.0781e-07 3.8278e-08 2.4457e-03 5.2200e-07 2.3701e+03
9.5715e-05 8.7821e-02 1.3341e-03 7.1143e-03 7.4398e-01 2.3944e-01 8.6365e-05 4.2405e-04 5.1706e-03 1.6518e-06 2.0824e-07 3.8237e-08 2.4397e-03 5.2016e-07 2.3700e+03
9.6825e-05 8.6818e-02 1.3350e-03 7.1226e-03 7.4399e-01 2.3943e-01 8.6504e-05 4.2480e-04 5.1747e-03 1.6536e-06 2.0866e-07 3.8197e-08 2.4336e-03 5.1831e-07 2.3699e+03
9.7947e-05 8.5826e-02 1.3358e-03 7.1311e-03 7.4399e-01 2.3942e-01 8.6644e-05 4.2557e-04 5.1788e-03 1.6554e-06 2.0909e-07 3.8155e-08 2.4275e-03 5.1644e-07 2.3698e+03
9.9082e-05 8.4846e-02 1.3367e-03 7.1395e-03 7.4399e-01 2.3941e-01 8.6785e-05 4.2635e-04 5.1830e-03 1.6571e-06 2.0953e-07 3.8114e-08 2.4213e-03 5.1457e-07 2.3696e+03
1.0023e-04 8.3877e-02 1.3375e-03 7.1481e-03 7.4400e-01 2.3940e-01 8.6928e-05 4.2713e-04 5.1872e-03 1.6590e-06 2.0997e-07 3.8072e-08 2.4151e-03 5.1269e-07 2.3695e+03
1.0139e-04 8.2919e-02 1.3384e-03 7.1567e-03 7.4400e-01 2.3939e-01 8.7072e-05 4.2792e-04 5.1914e-03 1.6608e-06 2.1042e-07 3.8030e-08 2.4089e-03 5.1079e-07 2.3694e+03
1.0257e-04 8.1972e-02 1.3393e-03 7.1655e-03 7.4400e-01 2.3938e-01 8.7218e-05 4.2872e-04 5.1957e-03 1.6626e-06 2.1087e-07 3.7988e-08 2.4026e-03 5.0889e-07 2.3693e+03
1.0376e-04 8.1036e-02 1.3402e-03 7.1743e-03 7.4400e-01 2.3937e-01 8.7365e-05 4.2953e-04 5.2000e-03 1.6645e-06 2.1133e-07 3.7945e-08 2.3963e-03 5.0697e-07 2.3692e+03
1.0496e-04 8.0110e-02 1.3411e-03 7.1831e-03 7.4401e-01 2.3935e-01 8.7514e-05 4.3034e-04 5.2044e-03 1.6663e-06 2.1179e-07 3.7902e-08 2.3900e-03 5.0505e-07 2.3691e+03
1.0618e-04 7.9195e-02 1.3420e-03 7.1921e-03 7.4401e-01 2.3934e-01 8.7665e-05 4.3117e-04 5.2088e-03 1.6682e-06 2.1225e-07 3.7858e-08 2.3836e-03 5.0311e-07 2.3690e+03
1.0741e-04 7.8291e-02 1.3429e-03 7.2011e-03 7.4401e-01 2.3933e-01 8.7817e-05 4.3200e-04 5.2132e-03 1.6701e-06 2.1272e-07 3.7814e-08 2.3771e-03 5.0117e-07 2.3688e+03
1.0865e-04 7.7397e-02 1.3438e-03 7.2102e-03 7.4402e-01 2.3932e-01 8.7970e-05 4.3284e-04 5.2176e-03 1.6721e-06 2.1320e-07 3.7770e-08 2.3707e-03 4.9921e-07 2.3687e+03
1.0991e-04 7.6513e-02 1.3448e-03 7.2194e-03 7.4402e-01 2.3931e-01 8.8125e-05 4.3369e-04 5.2222e-03 1.6740e-06 2.1368e-07 3.7725e-08 2.3642e-03 4.9725e-07 2.3686e+03
1.1118e-04 7.5639e-02 1.3457e-03 7.2286e-03 7.4402e-01 2.3929e-01 8.8282e-05 4.3454e-04 5.2267e-03 1.6760e-06 2.1416e-07 3.7680e-08 2.3576e-03 4.9527e-07 2.3685e+03
1.1247e-04 7.4776e-02 1.3467e-03 7.2380e-03 7.4403e-01 2.3928e-01 8.8441e-05 4.3541e-04 5.2313e-03 1.6779e-06 2.1466e-07 3.7634e-08 2.3510e-03 4.9329e-07 2.3684e+03
1.1378e-04 7.3922e-02 1.3477e-03 7.2474e-03 7.4403e-01 2.3927e-01 8.8601e-05 4.3628e-04 5.2359e-03 1.6799e-06 2.1515e-07 3.7589e-08 2.3444e-03 4.9130e-07 2.3682e+03
1.1510e-04 7.3078e-02 1.3486e-03 7.2569e-03 7.4403e-01 2.3926e-01 8.8762e-05 4.3717e-04 5.2406e-03 1.6819e-06 2.1565e-07 3.7542e-08 2.3378e-03 4.8929e-07 2.3681e+03
1.1643e-04 7.2244e-02 1.3496e-03 7.2665e-03 7.4404e-01 2.3924e-01 8.8926e-05 4.3806e-04 5.2453e-03 1.6840e-06 2.1616e-07 3.7496e-08 2.3311e-03 4.8728e-07 2.3680e+03
1.1778e-04 7.1419e-02 1.3506e-03 7.2762e-03 7.4404e-01 2.3923e-01 8.9091e-05 4.3896e-04 5.2500e-03 1.6860e-06 2.1667e-07 3.7449e-08 2.3243e-03 4.8526e-07 2.3679e+03
1.1915e-04 7.0604e-02 1.3516e-03 7.2859e-03 7.4404e-01 2.3922e-01 8.9258e-05 4.3987e-04 5.2548e-03 1.6881e-06 2.1719e-07 3.7402e-08 2.3176e-03 4.8323e-07 2.3677e+03
1.2053e-04 6.9798e-02 1.3526e-03 7.2957e-03 7.4404e-01 2.3920e-01 8.9426e-05 4.4079e-04 5.2596e-03 1.6902e-06 2.1771e-07 3.7354e-08 2.3108e-03 4.8118e-07 2.3676e+03
1.2192e-04 6.9001e-02 1.3537e-03 7.3057e-03 7.4405e-01 2.3919e-01 8.9597e-05 4.4172e-04 5.2645e-03 1.6923e-06 2.1824e-07 3.7306e-08 2.3039e-03 4.7913e-07 2.3675e+03
1.2334e-04 6.8213e-02 1.3547e-03 7.3157e-03 7.4405e-01 2.3918e-01 8.9769e-05 4.4266e-04 5.2694e-03 1.6944e-06 2.1878e-07 3.7257e-08 2.2970e-03 4.7707e-07 2.3673e+03
1.2477e-04 6.7435e-02 1.3557e-03 7.3257e-03 7.4405e-01 2.3916e-01 8.9943e-05 4.4360e-04 5.2744e-03 1.6965e-06 2.1932e-07 3.7208e-08 2.2901e-03 4.7501e-07 2.3672e+03
1.2621e-04 6.6665e-02 1.3568e-03 7.3359e-03 7.4406e-01 2.3915e-01 9.0118e-05 4.4456e-04 5.2794e-03 1.6987e-06 2.1986e-07 3.7159e-08 2.2831e-03 4.7293e-07 2.3671e+03
1.2768e-04 6.5904e-02 1.3579e-03 7.3462e-03 7.4406e-01 2.3914e-01 9.0296e-05 4.4553e-04 5.2844e-03 1.7008e-06 2.2042e-07 3.7109e-08 2.2761e-03 4.7084e-07 2.3669e+03
1.2915e-04 6.5152e-02 1.3589e-03 7.3565e-03 7.4406e-01 2.3912e-01 9.0475e-05 4.4650e-04 5.2895e-03 1.7030e-06 2.2097e-07 3.7059e-08 2.2691e-03 4.6875e-07 2.3668e+03
1.3065e-04 6.4409e-02 1.3600e-03 7.3669e-03 7.4407e-01 2.3911e-01 9.0656e-05 4.4749e-04 5.2946e-03 1.7053e-06 2.2154e-07 3.7009e-08 2.2621e-03 4.6664e-07 2.3667e+03
1.3217e-04 6.3674e-02 1.3611e-03 7.3775e-03 7.4407e-01 2.3909e-01 9.0839e-05 4.4848e-04 5.2998e-03 1.7075e-06 2.2211e-07 3.6958e-08 2.2549e-03 4.6453e-07 2.3665e+03
1.3370e-04 6.2947e-02 1.3622e-03 7.3881e-03 7.4407e-01 2.3908e-01 9.1024e-05 4.4949e-04 5.3050e-03 1.7097e-06 2.2268e-07 3.6907e-08 2.2478e-03 4.6241e-07 2.3664e+03
1.3525e-04 6.2229e-02 1.3633e-03 7.3987e-03 7.4408e-01 2.3907e-01 9.1211e-05 4.5050e-04 5.3102e-03 1.7120e-06 2.2326e-07 3.6855e-08 2.2406e-03 4.6028e-07 2.3662e+03
1.3682e-04 6.1519e-02 1.3645e-03 7.4095e-03 7.4408e-01 2.3905e-01 9.1399e-05 4.5153e-04 5.3155e-03 1.7143e-06 2.2385e-07 3.6803e-08 2.2334e-03 4.5815e-07 2.3661e+03
1.3840e-04 6.0817e-02 1.3656e-03 7.4204e-03 7.4408e-01 2.3904e-01 9.1590e-05 4.5256e-04 5.3208e-03 1.7166e-06 2.2445e-07 3.6751e-08 2.2262e-03 4.5600e-07 2.3659e+03
1.4001e-04 6.0123e-02 1.3668e-03 7.4313e-03 7.4409e-01 2.3902e-01 9.1782e-05 4.5361e-04 5.3262e-03 1.7189e-06 2.2505e-07 3.6698e-08 2.2189e-03 4.5385e-07 2.3658e+03
1.4163e-04 5.9437e-02 1.3679e-03 7.4424e-03 7.4409e-01 2.3901e-01 9.1977e-05 4.5466e-04 5.3317e-03 1.7213e-06 2.2565e-07 3.6645e-08 2.2116e-03 4.5168e-07 2.3656e+03
1.4327e-04 5.8759e-02 1.3691e-03 7.4535e-03 7.4409e-01 2.3899e-01 9.2173e-05 4.5573e-04 5.3371e-03 1.7237e-06 2.2627e-07 3.6591e-08 2.2042e-03 4.4952e-07 2.3655e+03
