mDot tR H2 O2 N2 H2O H O OH HO2 H2O2 N NO NO2 T
3.0443e-02 3.2113e-04 3.4922e-03 2.6196e-02 7.4512e-01 2.0937e-01 9.7017e-04 4.2034e-03 1.0625e-02 9.5038e-06 7.0689e-06 2.1037e-09 1.0787e-05 1.5311e-10 1.9713e+03
3.0796e-02 3.1768e-04 3.4983e-03 2.6268e-02 7.4512e-01 2.0927e-01 9.7536e-04 4.2215e-03 1.0625e-02 9.5523e-06 7.1433e-06 2.0759e-09 1.0547e-05 1.4847e-10 1.9695e+03
3.1153e-02 3.1427e-04 3.5045e-03 2.6340e-02 7.4512e-01 2.0916e-01 9.8056e-04 4.2397e-03 1.0626e-02 9.6010e-06 7.2185e-06 2.0485e-09 1.0312e-05 1.4397e-10 1.9678e+03
3.1514e-02 3.1090e-04 3.5107e-03 2.6412e-02 7.4512e-01 2.0906e-01 9.8579e-04 4.2580e-03 1.0626e-02 9.6500e-06 7.2946e-06 2.0212e-09 1.0081e-05 1.3959e-10 1.9661e+03
3.1879e-02 3.0756e-04 3.5169e-03 2.6485e-02 7.4512e-01 2.0896e-01 9.9103e-04 4.2762e-03 1.0626e-02 9.6992e-06 7.3715e-06 1.9943e-09 9.8549e-06 1.3535e-10 1.9644e+03
3.2248e-02 3.0426e-04 3.5231e-03 2.6557e-02 7.4512e-01 2.0886e-01 9.9630e-04 4.2945e-03 1.0626e-02 9.7487e-06 7.4493e-06 1.9675e-09 9.6330e-06 1.3122e-10 1.9627e+03
3.2622e-02 3.0099e-04 3.5292e-03 2.6630e-02 7.4512e-01 2.0875e-01 1.0016e-03 4.3128e-03 1.0626e-02 9.7985e-06 7.5279e-06 1.9411e-09 9.4155e-06 1.2721e-10 1.9610e+03
3.3000e-02 2.9776e-04 3.5354e-03 2.6703e-02 7.4512e-01 2.0865e-01 1.0069e-03 4.3311e-03 1.0626e-02 9.8485e-06 7.6075e-06 1.9149e-09 9.2023e-06 1.2332e-10 1.9593e+03
3.3383e-02 2.9457e-04 3.5416e-03 2.6776e-02 7.4512e-01 2.0855e-01 1.0122e-03 4.3495e-03 1.0626e-02 9.8989e-06 7.6879e-06 1.8889e-09 8.9932e-06 1.1955e-10 1.9575e+03
3.3770e-02 2.9141e-04 3.5477e-03 2.6849e-02 7.4512e-01 2.0845e-01 1.0176e-03 4.3679e-03 1.0625e-02 9.9495e-06 7.7692e-06 1.8632e-09 8.7882e-06 1.1588e-10 1.9558e+03
3.4161e-02 2.8829e-04 3.5539e-03 2.6922e-02 7.4512e-01 2.0834e-01 1.0229e-03 4.3863e-03 1.0624e-02 1.0000e-05 7.8514e-06 1.8377e-09 8.5873e-06 1.1231e-10 1.9541e+03
3.4557e-02 2.8520e-04 3.5600e-03 2.6996e-02 7.4512e-01 2.0824e-01 1.0283e-03 4.4047e-03 1.0624e-02 1.0051e-05 7.9345e-06 1.8125e-09 8.3904e-06 1.0886e-10 1.9523e+03
3.4958e-02 2.8214e-04 3.5661e-03 2.7069e-02 7.4512e-01 2.0814e-01 1.0337e-03 4.4232e-03 1.0623e-02 1.0103e-05 8.0186e-06 1.7875e-09 8.1973e-06 1.0550e-10 1.9506e+03
3.5363e-02 2.7912e-04 3.5723e-03 2.7143e-02 7.4512e-01 2.0804e-01 1.0392e-03 4.4417e-03 1.0622e-02 1.0155e-05 8.1036e-06 1.7628e-09 8.0082e-06 1.0224e-10 1.9489e+03
3.5773e-02 2.7613e-04 3.5784e-03 2.7217e-02 7.4512e-01 2.0793e-01 1.0446e-03 4.4602e-03 1.0620e-02 1.0207e-05 8.1895e-06 1.7383e-09 7.8228e-06 9.9077e-11 1.9471e+03
3.6187e-02 2.7317e-04 3.5845e-03 2.7291e-02 7.4512e-01 2.0783e-01 1.0501e-03 4.4787e-03 1.0619e-02 1.0259e-05 8.2764e-06 1.7140e-09 7.6411e-06 9.6006e-11 1.9454e+03
3.6607e-02 2.7024e-04 3.5906e-03 2.7365e-02 7.4512e-01 2.0773e-01 1.0556e-03 4.4973e-03 1.0617e-02 1.0311e-05 8.3643e-06 1.6900e-09 7.4632e-06 9.3026e-11 1.9436e+03
3.7031e-02 2.6735e-04 3.5967e-03 2.7440e-02 7.4512e-01 2.0762e-01 1.0611e-03 4.5159e-03 1.0616e-02 1.0364e-05 8.4531e-06 1.6663e-09 7.2888e-06 9.0134e-11 1.9418e+03
3.7461e-02 2.6449e-04 3.6028e-03 2.7514e-02 7.4512e-01 2.0752e-01 1.0666e-03 4.5345e-03 1.0614e-02 1.0417e-05 8.5430e-06 1.6427e-09 7.1179e-06 8.7327e-11 1.9401e+03
3.7895e-02 2.6166e-04 3.6089e-03 2.7589e-02 7.4512e-01 2.0742e-01 1.0721e-03 4.5531e-03 1.0612e-02 1.0471e-05 8.6338e-06 1.6194e-09 6.9506e-06 8.4604e-11 1.9383e+03
3.8334e-02 2.5886e-04 3.6150e-03 2.7664e-02 7.4512e-01 2.0731e-01 1.0777e-03 4.5717e-03 1.0610e-02 1.0524e-05 8.7256e-06 1.5964e-09 6.7866e-06 8.1961e-11 1.9365e+03
3.8778e-02 2.5609e-04 3.6211e-03 2.7739e-02 7.4512e-01 2.0721e-01 1.0833e-03 4.5904e-03 1.0608e-02 1.0578e-05 8.8185e-06 1.5736e-09 6.6261e-06 7.9397e-11 1.9348e+03
3.9228e-02 2.5335e-04 3.6272e-03 2.7815e-02 7.4512e-01 2.0711e-01 1.0889e-03 4.6091e-03 1.0605e-02 1.0633e-05 8.9123e-06 1.5510e-09 6.4688e-06 7.6910e-11 1.9330e+03
3.9682e-02 2.5064e-04 3.6333e-03 2.7890e-02 7.4512e-01 2.0701e-01 1.0946e-03 4.6277e-03 1.0603e-02 1.0687e-05 9.0073e-06 1.5287e-09 6.3148e-06 7.4496e-11 1.9312e+03
4.0142e-02 2.4796e-04 3.6394e-03 2.7966e-02 7.4512e-01 2.0690e-01 1.1002e-03 4.6465e-03 1.0600e-02 1.0742e-05 9.1032e-06 1.5065e-09 6.1640e-06 7.2155e-11 1.9294e+03
4.0608e-02 2.4531e-04 3.6454e-03 2.8041e-02 7.4512e-01 2.0680e-01 1.1059e-03 4.6652e-03 1.0597e-02 1.0797e-05 9.2003e-06 1.4847e-09 6.0164e-06 6.9884e-11 1.9277e+03
4.1078e-02 2.4269e-04 3.6515e-03 2.8117e-02 7.4512e-01 2.0669e-01 1.1116e-03 4.6839e-03 1.0594e-02 1.0853e-05 9.2983e-06 1.4630e-09 5.8718e-06 6.7681e-11 1.9259e+03
4.1555e-02 2.4010e-04 3.6576e-03 2.8193e-02 7.4512e-01 2.0659e-01 1.1173e-03 4.7027e-03 1.0591e-02 1.0909e-05 9.3975e-06 1.4416e-09 5.7303e-06 6.5545e-11 1.9241e+03
4.2036e-02 2.3753e-04 3.6636e-03 2.8270e-02 7.4512e-01 2.0649e-01 1.1230e-03 4.7215e-03 1.0588e-02 1.0965e-05 9.4978e-06 1.4204e-09 5.5917e-06 6.3473e-11 1.9223e+03
4.2523e-02 2.3500e-04 3.6697e-03 2.8346e-02 7.4512e-01 2.0638e-01 1.1288e-03 4.7403e-03 1.0584e-02 1.1021e-05 9.5992e-06 1.3994e-09 5.4561e-06 6.1463e-11 1.9205e+03
4.3016e-02 2.3249e-04 3.6757e-03 2.8423e-02 7.4512e-01 2.0628e-01 1.1345e-03 4.7591e-03 1.0581e-02 1.1078e-05 9.7017e-06 1.3787e-09 5.3234e-06 5.9515e-11 1.9187e+03
4.3515e-02 2.3001e-04 3.6818e-03 2.8500e-02 7.4512e-01 2.0618e-01 1.1403e-03 4.7779e-03 1.0577e-02 1.1135e-05 9.8053e-06 1.3581e-09 5.1934e-06 5.7625e-11 1.9169e+03
4.4019e-02 2.2755e-04 3.6878e-03 2.8577e-02 7.4512e-01 2.0607e-01 1.1461e-03 4.7967e-03 1.0573e-02 1.1192e-05 9.9101e-06 1.3378e-09 5.0663e-06 5.5793e-11 1.9151e+03
4.4530e-02 2.2512e-04 3.6938e-03 2.8654e-02 7.4512e-01 2.0597e-01 1.1520e-03 4.8156e-03 1.0569e-02 1.1250e-05 1.0016e-05 1.3178e-09 4.9419e-06 5.4017e-11 1.9133e+03
4.5046e-02 2.2272e-04 3.6998e-03 2.8731e-02 7.4512e-01 2.0586e-01 1.1578e-03 4.8344e-03 1.0565e-02 1.1308e-05 1.0123e-05 1.2979e-09 4.8201e-06 5.2295e-11 1.9114e+03
4.5568e-02 2.2035e-04 3.7059e-03 2.8809e-02 7.4512e-01 2.0576e-01 1.1637e-03 4.8533e-03 1.0560e-02 1.1366e-05 1.0231e-05 1.2783e-09 4.7010e-06 5.0625e-11 1.9096e+03
4.6096e-02 2.1800e-04 3.7119e-03 2.8887e-02 7.4512e-01 2.0566e-01 1.1696e-03 4.8721e-03 1.0556e-02 1.1425e-05 1.0341e-05 1.2588e-09 4.5845e-06 4.9007e-11 1.9078e+03
4.6630e-02 2.1567e-04 3.7179e-03 2.8964e-02 7.4512e-01 2.0555e-01 1.1755e-03 4.8910e-03 1.0551e-02 1.1484e-05 1.0451e-05 1.2396e-09 4.4705e-06 4.7438e-11 1.9060e+03
4.7171e-02 2.1337e-04 3.7239e-03 2.9043e-02 7.4512e-01 2.0545e-01 1.1814e-03 4.9099e-03 1.0546e-02 1.1543e-05 1.0563e-05 1.2207e-09 4.3590e-06 4.5917e-11 1.9042e+03
4.7718e-02 2.1110e-04 3.7299e-03 2.9121e-02 7.4512e-01 2.0534e-01 1.1874e-03 4.9288e-03 1.0541e-02 1.1603e-05 1.0676e-05 1.2019e-09 4.2499e-06 4.4443e-11 1.9023e+03
4.8271e-02 2.0885e-04 3.7359e-03 2.9199e-02 7.4512e-01 2.0524e-01 1.1934e-03 4.9477e-03 1.0536e-02 1.1663e-05 1.0790e-05 1.1833e-09 4.1433e-06 4.3015e-11 1.9005e+03
4.8830e-02 2.0663e-04 3.7419e-03 2.9278e-02 7.4512e-01 2.0513e-01 1.1993e-03 4.9666e-03 1.0531e-02 1.1723e-05 1.0906e-05 1.1650e-09 4.0389e-06 4.1630e-11 1.8987e+03
4.9396e-02 2.0443e-04 3.7479e-03 2.9357e-02 7.4512e-01 2.0503e-01 1.2054e-03 4.9856e-03 1.0526e-02 1.1784e-05 1.1023e-05 1.1468e-09 3.9369e-06 4.0289e-11 1.8968e+03
4.9969e-02 2.0225e-04 3.7539e-03 2.9436e-02 7.4512e-01 2.0493e-01 1.2114e-03 5.0045e-03 1.0520e-02 1.1845e-05 1.1141e-05 1.1289e-09 3.8372e-06 3.8988e-11 1.8950e+03
5.0548e-02 2.0010e-04 3.7599e-03 2.9515e-02 7.4512e-01 2.0482e-01 1.2174e-03 5.0234e-03 1.0514e-02 1.1906e-05 1.1260e-05 1.1112e-09 3.7397e-06 3.7729e-11 1.8931e+03
5.1134e-02 1.9797e-04 3.7659e-03 2.9594e-02 7.4512e-01 2.0472e-01 1.2235e-03 5.0423e-03 1.0508e-02 1.1968e-05 1.1381e-05 1.0937e-09 3.6444e-06 3.6508e-11 1.8913e+03
5.1727e-02 1.9586e-04 3.7718e-03 2.9674e-02 7.4512e-01 2.0461e-01 1.2296e-03 5.0613e-03 1.0502e-02 1.2030e-05 1.1503e-05 1.0764e-09 3.5512e-06 3.5326e-11 1.8894e+03
5.2326e-02 1.9378e-04 3.7778e-03 2.9754e-02 7.4512e-01 2.0451e-01 1.2357e-03 5.0802e-03 1.0496e-02 1.2092e-05 1.1626e-05 1.0593e-09 3.4601e-06 3.4180e-11 1.8876e+03
5.2933e-02 1.9172e-04 3.7838e-03 2.9834e-02 7.4512e-01 2.0440e-01 1.2418e-03 5.0991e-03 1.0490e-02 1.2155e-05 1.1750e-05 1.0424e-09 3.3711e-06 3.3070e-11 1.8857e+03
5.3546e-02 1.8968e-04 3.7898e-03 2.9914e-02 7.4512e-01 2.0430e-01 1.2480e-03 5.1181e-03 1.0483e-02 1.2218e-05 1.1876e-05 1.0257e-09 3.2840e-06 3.1995e-11 1.8838e+03
5.4167e-02 1.8766e-04 3.7957e-03 2.9995e-02 7.4512e-01 2.0419e-01 1.2541e-03 5.1370e-03 1.0477e-02 1.2281e-05 1.2003e-05 1.0092e-09 3.1990e-06 3.0953e-11 1.8820e+03
5.4795e-02 1.8567e-04 3.8017e-03 3.0075e-02 7.4512e-01 2.0409e-01 1.2603e-03 5.1560e-03 1.0470e-02 1.2345e-05 1.2132e-05 9.9285e-10 3.1159e-06 2.9945e-11 1.8801e+03
5.5430e-02 1.8370e-04 3.8076e-03 3.0156e-02 7.4512e-01 2.0398e-01 1.2665e-03 5.1749e-03 1.0463e-02 1.2409e-05 1.2262e-05 9.7675e-10 3.0348e-06 2.8967e-11 1.8782e+03
5.6072e-02 1.8175e-04 3.8136e-03 3.0237e-02 7.4512e-01 2.0388e-01 1.2727e-03 5.1938e-03 1.0456e-02 1.2473e-05 1.2393e-05 9.6084e-10 2.9554e-06 2.8021e-11 1.8764e+03
5.6722e-02 1.7982e-04 3.8196e-03 3.0318e-02 7.4512e-01 2.0377e-01 1.2790e-03 5.2128e-03 1.0448e-02 1.2538e-05 1.2526e-05 9.4512e-10 2.8780e-06 2.7105e-11 1.8745e+03
5.7380e-02 1.7791e-04 3.8255e-03 3.0400e-02 7.4512e-01 2.0367e-01 1.2852e-03 5.2317e-03 1.0441e-02 1.2603e-05 1.2660e-05 9.2960e-10 2.8023e-06 2.6217e-11 1.8726e+03
5.8045e-02 1.7602e-04 3.8315e-03 3.0481e-02 7.4512e-01 2.0356e-01 1.2915e-03 5.2506e-03 1.0433e-02 1.2669e-05 1.2796e-05 9.1427e-10 2.7284e-06 2.5358e-11 1.8707e+03
5.8718e-02 1.7415e-04 3.8374e-03 3.0563e-02 7.4512e-01 2.0346e-01 1.2978e-03 5.2695e-03 1.0426e-02 1.2735e-05 1.2933e-05 8.9914e-10 2.6562e-06 2.4525e-11 1.8688e+03
5.9398e-02 1.7230e-04 3.8434e-03 3.0645e-02 7.4512e-01 2.0335e-01 1.3041e-03 5.2884e-03 1.0418e-02 1.2801e-05 1.3071e-05 8.8419e-10 2.5857e-06 2.3719e-11 1.8669e+03
6.0087e-02 1.7047e-04 3.8493e-03 3.0727e-02 7.4512e-01 2.0324e-01 1.3105e-03 5.3073e-03 1.0410e-02 1.2868e-05 1.3211e-05 8.6943e-10 2.5168e-06 2.2939e-11 1.8650e+03
6.0783e-02 1.6867e-04 3.8553e-03 3.0810e-02 7.4512e-01 2.0314e-01 1.3168e-03 5.3262e-03 1.0402e-02 1.2935e-05 1.3352e-05 8.5485e-10 2.4496e-06 2.2184e-11 1.8631e+03
6.1488e-02 1.6688e-04 3.8612e-03 3.0893e-02 7.4512e-01 2.0303e-01 1.3232e-03 5.3451e-03 1.0393e-02 1.3002e-05 1.3495e-05 8.4046e-10 2.3840e-06 2.1452e-11 1.8612e+03
6.2200e-02 1.6511e-04 3.8671e-03 3.0976e-02 7.4512e-01 2.0293e-01 1.3296e-03 5.3640e-03 1.0385e-02 1.3070e-05 1.3639e-05 8.2626e-10 2.3199e-06 2.0744e-11 1.8593e+03
6.2921e-02 1.6336e-04 3.8731e-03 3.1059e-02 7.4512e-01 2.0282e-01 1.3360e-03 5.3829e-03 1.0376e-02 1.3138e-05 1.3785e-05 8.1224e-10 2.2573e-06 2.0059e-11 1.8574e+03
6.3651e-02 1.6163e-04 3.8790e-03 3.1142e-02 7.4512e-01 2.0272e-01 1.3424e-03 5.4017e-03 1.0367e-02 1.3207e-05 1.3932e-05 7.9839e-10 2.1963e-06 1.9395e-11 1.8555e+03
6.4389e-02 1.5992e-04 3.8850e-03 3.1226e-02 7.4512e-01 2.0261e-01 1.3489e-03 5.4205e-03 1.0358e-02 1.3276e-05 1.4081e-05 7.8473e-10 2.1367e-06 1.8753e-11 1.8536e+03
6.5135e-02 1.5822e-04 3.8909e-03 3.1310e-02 7.4512e-01 2.0250e-01 1.3553e-03 5.4394e-03 1.0349e-02 1.3346e-05 1.4232e-05 7.7125e-10 2.0786e-06 1.8131e-11 1.8517e+03
6.5890e-02 1.5655e-04 3.8969e-03 3.1394e-02 7.4512e-01 2.0240e-01 1.3618e-03 5.4582e-03 1.0340e-02 1.3415e-05 1.4384e-05 7.5794e-10 2.0218e-06 1.7529e-11 1.8498e+03
6.6654e-02 1.5489e-04 3.9028e-03 3.1478e-02 7.4512e-01 2.0229e-01 1.3683e-03 5.4770e-03 1.0330e-02 1.3486e-05 1.4537e-05 7.4481e-10 1.9664e-06 1.6947e-11 1.8479e+03
6.7426e-02 1.5325e-04 3.9087e-03 3.1563e-02 7.4512e-01 2.0218e-01 1.3748e-03 5.4958e-03 1.0321e-02 1.3556e-05 1.4692e-05 7.3185e-10 1.9124e-06 1.6383e-11 1.8459e+03
6.8208e-02 1.5163e-04 3.9147e-03 3.1647e-02 7.4512e-01 2.0208e-01 1.3814e-03 5.5145e-03 1.0311e-02 1.3627e-05 1.4849e-05 7.1907e-10 1.8597e-06 1.5838e-11 1.8440e+03
6.8998e-02 1.5003e-04 3.9206e-03 3.1732e-02 7.4512e-01 2.0197e-01 1.3879e-03 5.5333e-03 1.0301e-02 1.3699e-05 1.5007e-05 7.0646e-10 1.8083e-06 1.5310e-11 1.8421e+03
6.9798e-02 1.4844e-04 3.9266e-03 3.1818e-02 7.4512e-01 2.0186e-01 1.3945e-03 5.5520e-03 1.0291e-02 1.3771e-05 1.5167e-05 6.9401e-10 1.7582e-06 1.4799e-11 1.8401e+03
7.0607e-02 1.4687e-04 3.9325e-03 3.1903e-02 7.4512e-01 2.0176e-01 1.4011e-03 5.5707e-03 1.0281e-02 1.3843e-05 1.5328e-05 6.8174e-10 1.7093e-06 1.4305e-11 1.8382e+03
7.1426e-02 1.4532e-04 3.9385e-03 3.1989e-02 7.4512e-01 2.0165e-01 1.4077e-03 5.5894e-03 1.0270e-02 1.3916e-05 1.5491e-05 6.6963e-10 1.6616e-06 1.3827e-11 1.8363e+03
7.2253e-02 1.4378e-04 3.9444e-03 3.2075e-02 7.4512e-01 2.0154e-01 1.4143e-03 5.6081e-03 1.0260e-02 1.3989e-05 1.5656e-05 6.5769e-10 1.6151e-06 1.3364e-11 1.8343e+03
7.3091e-02 1.4226e-04 3.9504e-03 3.2161e-02 7.4512e-01 2.0144e-01 1.4210e-03 5.6267e-03 1.0249e-02 1.4062e-05 1.5822e-05 6.4591e-10 1.5697e-06 1.2917e-11 1.8324e+03
7.3938e-02 1.4076e-04 3.9564e-03 3.2248e-02 7.4512e-01 2.0133e-01 1.4276e-03 5.6453e-03 1.0238e-02 1.4136e-05 1.5990e-05 6.3430e-10 1.5255e-06 1.2484e-11 1.8304e+03
7.4795e-02 1.3927e-04 3.9623e-03 3.2334e-02 7.4512e-01 2.0122e-01 1.4343e-03 5.6639e-03 1.0227e-02 1.4211e-05 1.6160e-05 6.2284e-10 1.4824e-06 1.2065e-11 1.8285e+03
7.5662e-02 1.3780e-04 3.9683e-03 3.2422e-02 7.4512e-01 2.0112e-01 1.4410e-03 5.6825e-03 1.0216e-02 1.4286e-05 1.6331e-05 6.1155e-10 1.4404e-06 1.1659e-11 1.8265e+03
7.6539e-02 1.3635e-04 3.9743e-03 3.2509e-02 7.4512e-01 2.0101e-01 1.4477e-03 5.7010e-03 1.0205e-02 1.4361e-05 1.6504e-05 6.0042e-10 1.3994e-06 1.1267e-11 1.8246e+03
7.7426e-02 1.3491e-04 3.9802e-03 3.2596e-02 7.4512e-01 2.0090e-01 1.4544e-03 5.7195e-03 1.0193e-02 1.4437e-05 1.6679e-05 5.8944e-10 1.3595e-06 1.0888e-11 1.8226e+03
7.8324e-02 1.3348e-04 3.9862e-03 3.2684e-02 7.4512e-01 2.0079e-01 1.4612e-03 5.7380e-03 1.0181e-02 1.4513e-05 1.6855e-05 5.7862e-10 1.3206e-06 1.0521e-11 1.8207e+03
7.9232e-02 1.3208e-04 3.9922e-03 3.2772e-02 7.4512e-01 2.0069e-01 1.4679e-03 5.7565e-03 1.0170e-02 1.4590e-05 1.7033e-05 5.6795e-10 1.2827e-06 1.0166e-11 1.8187e+03
8.0150e-02 1.3068e-04 3.9982e-03 3.2861e-02 7.4512e-01 2.0058e-01 1.4747e-03 5.7749e-03 1.0158e-02 1.4667e-05 1.7213e-05 5.5744e-10 1.2458e-06 9.8229e-12 1.8167e+03
8.1079e-02 1.2931e-04 4.0042e-03 3.2949e-02 7.4512e-01 2.0047e-01 1.4815e-03 5.7933e-03 1.0145e-02 1.4745e-05 1.7395e-05 5.4708e-10 1.2098e-06 9.4909e-12 1.8148e+03
8.2019e-02 1.2794e-04 4.0102e-03 3.3038e-02 7.4512e-01 2.0036e-01 1.4883e-03 5.8117e-03 1.0133e-02 1.4823e-05 1.7578e-05 5.3687e-10 1.1748e-06 9.1699e-12 1.8128e+03
8.2970e-02 1.2659e-04 4.0162e-03 3.3127e-02 7.4512e-01 2.0025e-01 1.4951e-03 5.8300e-03 1.0121e-02 1.4901e-05 1.7763e-05 5.2681e-10 1.1406e-06 8.8594e-12 1.8108e+03
8.3931e-02 1.2526e-04 4.0222e-03 3.3217e-02 7.4512e-01 2.0015e-01 1.5019e-03 5.8483e-03 1.0108e-02 1.4980e-05 1.7950e-05 5.1689e-10 1.1074e-06 8.5591e-12 1.8088e+03
8.4904e-02 1.2394e-04 4.0282e-03 3.3307e-02 7.4512e-01 2.0004e-01 1.5088e-03 5.8666e-03 1.0095e-02 1.5060e-05 1.8139e-05 5.0712e-10 1.0750e-06 8.2688e-12 1.8068e+03
8.5888e-02 1.2264e-04 4.0343e-03 3.3397e-02 7.4512e-01 1.9993e-01 1.5157e-03 5.8848e-03 1.0082e-02 1.5140e-05 1.8329e-05 4.9750e-10 1.0434e-06 7.9880e-12 1.8049e+03
8.6884e-02 1.2135e-04 4.0403e-03 3.3487e-02 7.4512e-01 1.9982e-01 1.5225e-03 5.9030e-03 1.0069e-02 1.5220e-05 1.8521e-05 4.8802e-10 1.0127e-06 7.7165e-12 1.8029e+03
8.7891e-02 1.2007e-04 4.0463e-03 3.3578e-02 7.4512e-01 1.9971e-01 1.5294e-03 5.9211e-03 1.0056e-02 1.5301e-05 1.8715e-05 4.7868e-10 9.8284e-07 7.4540e-12 1.8009e+03
8.8910e-02 1.1880e-04 4.0524e-03 3.3669e-02 7.4512e-01 1.9960e-01 1.5364e-03 5.9392e-03 1.0043e-02 1.5383e-05 1.8911e-05 4.6948e-10 9.5373e-07 7.2001e-12 1.7989e+03
8.9940e-02 1.1755e-04 4.0585e-03 3.3760e-02 7.4512e-01 1.9949e-01 1.5433e-03 5.9573e-03 1.0029e-02 1.5464e-05 1.9108e-05 4.6042e-10 9.2539e-07 6.9547e-12 1.7969e+03
9.0983e-02 1.1632e-04 4.0645e-03 3.3852e-02 7.4512e-01 1.9938e-01 1.5502e-03 5.9753e-03 1.0015e-02 1.5547e-05 1.9307e-05 4.5150e-10 8.9781e-07 6.7174e-12 1.7949e+03
9.2037e-02 1.1509e-04 4.0706e-03 3.3944e-02 7.4512e-01 1.9927e-01 1.5572e-03 5.9933e-03 1.0002e-02 1.5630e-05 1.9508e-05 4.4272e-10 8.7096e-07 6.4880e-12 1.7929e+03
9.3104e-02 1.1388e-04 4.0767e-03 3.4036e-02 7.4512e-01 1.9916e-01 1.5642e-03 6.0112e-03 9.9876e-03 1.5713e-05 1.9711e-05 4.3406e-10 8.4484e-07 6.2662e-12 1.7909e+03
9.4183e-02 1.1269e-04 4.0828e-03 3.4128e-02 7.4512e-01 1.9906e-01 1.5711e-03 6.0291e-03 9.9735e-03 1.5797e-05 1.9916e-05 4.2555e-10 8.1942e-07 6.0518e-12 1.7889e+03
9.5275e-02 1.1150e-04 4.0890e-03 3.4221e-02 7.4512e-01 1.9895e-01 1.5781e-03 6.0469e-03 9.9592e-03 1.5882e-05 2.0122e-05 4.1716e-10 7.9468e-07 5.8446e-12 1.7869e+03
9.6379e-02 1.1033e-04 4.0951e-03 3.4315e-02 7.4512e-01 1.9884e-01 1.5851e-03 6.0647e-03 9.9447e-03 1.5967e-05 2.0331e-05 4.0891e-10 7.7062e-07 5.6442e-12 1.7848e+03
9.7496e-02 1.0917e-04 4.1012e-03 3.4408e-02 7.4512e-01 1.9873e-01 1.5922e-03 6.0825e-03 9.9300e-03 1.6053e-05 2.0541e-05 4.0078e-10 7.4721e-07 5.4505e-12 1.7828e+03
9.8627e-02 1.0803e-04 4.1074e-03 3.4502e-02 7.4512e-01 1.9862e-01 1.5992e-03 6.1002e-03 9.9153e-03 1.6139e-05 2.0753e-05 3.9279e-10 7.2444e-07 5.2633e-12 1.7808e+03
9.9770e-02 1.0689e-04 4.1136e-03 3.4596e-02 7.4512e-01 1.9850e-01 1.6063e-03 6.1178e-03 9.9003e-03 1.6225e-05 2.0967e-05 3.8492e-10 7.0229e-07 5.0824e-12 1.7788e+03
1.0093e-01 1.0577e-04 4.1198e-03 3.4691e-02 7.4512e-01 1.9839e-01 1.6133e-03 6.1354e-03 9.8852e-03 1.6312e-05 2.1182e-05 3.7717e-10 6.8075e-07 4.9075e-12 1.7768e+03
1.0210e-01 1.0466e-04 4.1260e-03 3.4786e-02 7.4512e-01 1.9828e-01 1.6204e-03 6.1529e-03 9.8700e-03 1.6400e-05 2.1400e-05 3.6955e-10 6.5981e-07 4.7385e-12 1.7747e+03
1.0328e-01 1.0356e-04 4.1322e-03 3.4881e-02 7.4512e-01 1.9817e-01 1.6275e-03 6.1704e-03 9.8546e-03 1.6489e-05 2.1619e-05 3.6205e-10 6.3944e-07 4.5751e-12 1.7727e+03
1.0448e-01 1.0248e-04 4.1384e-03 3.4977e-02 7.4512e-01 1.9806e-01 1.6346e-03 6.1878e-03 9.8390e-03 1.6577e-05 2.1841e-05 3.5468e-10 6.1964e-07 4.4172e-12 1.7707e+03
1.0569e-01 1.0140e-04 4.1447e-03 3.5073e-02 7.4512e-01 1.9795e-01 1.6417e-03 6.2052e-03 9.8233e-03 1.6667e-05 2.2064e-05 3.4742e-10 6.0040e-07 4.2646e-12 1.7686e+03
1.0691e-01 1.0034e-04 4.1510e-03 3.5169e-02 7.4512e-01 1.9784e-01 1.6489e-03 6.2225e-03 9.8074e-03 1.6757e-05 2.2288e-05 3.4028e-10 5.8169e-07 4.1172e-12 1.7666e+03
1.0815e-01 9.9289e-05 4.1573e-03 3.5266e-02 7.4512e-01 1.9773e-01 1.6560e-03 6.2397e-03 9.7914e-03 1.6847e-05 2.2515e-05 3.3326e-10 5.6350e-07 3.9747e-12 1.7646e+03
1.0941e-01 9.8249e-05 4.1636e-03 3.5363e-02 7.4512e-01 1.9761e-01 1.6631e-03 6.2569e-03 9.7752e-03 1.6939e-05 2.2744e-05 3.2635e-10 5.4583e-07 3.8369e-12 1.7625e+03
1.1067e-01 9.7220e-05 4.1699e-03 3.5460e-02 7.4512e-01 1.9750e-01 1.6703e-03 6.2740e-03 9.7589e-03 1.7030e-05 2.2974e-05 3.1956e-10 5.2865e-07 3.7039e-12 1.7605e+03
1.1196e-01 9.6202e-05 4.1763e-03 3.5558e-02 7.4512e-01 1.9739e-01 1.6775e-03 6.2911e-03 9.7424e-03 1.7123e-05 2.3206e-05 3.1289e-10 5.1197e-07 3.5753e-12 1.7584e+03
1.1325e-01 9.5195e-05 4.1827e-03 3.5657e-02 7.4512e-01 1.9728e-01 1.6847e-03 6.3080e-03 9.7257e-03 1.7216e-05 2.3440e-05 3.0632e-10 4.9576e-07 3.4511e-12 1.7564e+03
1.1457e-01 9.4199e-05 4.1891e-03 3.5755e-02 7.4512e-01 1.9717e-01 1.6919e-03 6.3250e-03 9.7089e-03 1.7309e-05 2.3676e-05 2.9986e-10 4.8001e-07 3.3310e-12 1.7543e+03
