code,parent_code,level,name
REU,world,1,Reunion
ROU,world,1,Romania
RUS,world,1,Russian Federation
RWA,world,1,Rwanda
BLM,world,1,Saint Barthélemy
SHN,world,1,"Saint Helena, Ascension and Tristan Da Cunha"
KNA,world,1,Saint Kitts and Nevis
LCA,world,1,Saint Lucia
MAF,world,1,Saint Martin (French Part)
SPM,world,1,Saint Pierre and Miquelon
VCT,world,1,Saint Vincent and the Grenadines
WSM,world,1,Samoa
SMR,world,1,San Marino
STP,world,1,Sao Tome and Principe
SAU,world,1,Saudi Arabia
SEN,world,1,Senegal
SRB,world,1,Serbia
SYC,world,1,Seychelles
SLE,world,1,Sierra Leone
SGP,world,1,Singapore
SXM,world,1,Sint Maarten (Dutch Part)
SVK,world,1,Slovakia
SVN,world,1,Slovenia
SLB,world,1,Solomon Islands
SOM,world,1,Somalia
ZAF,world,1,South Africa
SGS,world,1,South Georgia and the South Sandwich Islands
SSD,world,1,South Sudan
ESP,world,1,Spain
LKA,world,1,Sri Lanka
SDN,world,1,Sudan
SUR,world,1,Suriname
SJM,world,1,Svalbard and Jan Mayen
SWE,world,1,Sweden
CHE,world,1,Switzerland
SYR,world,1,Syrian Arab Republic
TWN,world,1,"Taiwan, Province of China"
TJK,world,1,Tajikistan
TZA,world,1,"Tanzania, United Republic of"
THA,world,1,Thailand
TLS,world,1,Timor-Leste
TGO,world,1,Togo
TKL,world,1,Tokelau
TON,world,1,Tonga
TTO,world,1,Trinidad and Tobago
TUN,world,1,Tunisia
TUR,world,1,Türkiye
TKM,world,1,Turkmenistan
TCA,world,1,Turks and Caicos Islands
TUV,world,1,Tuvalu
UGA,world,1,Uganda
UKR,world,1,Ukraine
ARE,world,1,United Arab Emirates
GBR,world,1,United Kingdom
USA,world,1,United States
UMI,world,1,United States Minor Outlying Islands
URY,world,1,Uruguay
UZB,world,1,Uzbekistan
VUT,world,1,Vanuatu
VEN,world,1,Venezuela
VNM,world,1,Viet Nam
VGB,world,1,"Virgin Islands, British"
VIR,world,1,"Virgin Islands, U.S."
WLF,world,1,Wallis and Futuna
ESH,world,1,Western Sahara
YEM,world,1,Yemen
ZMB,world,1,Zambia
ZWE,world,1,Zimbabwe
XKX,world,1,Kosovo
BVT,world,1,Bouvez Island (Dependency of Norway)
