# in MeV^4
mu,pressure,epsilon
536.5,4.85066e9,2.32613e10
536.75,4.86151e9,2.32961e10
537.,4.87236e9,2.33312e10
537.25,4.88323e9,2.33671e10
537.5,4.89411e9,2.34011e10
537.75,4.905e9,2.34363e10
538.,4.9159e9,2.34715e10
538.25,4.92681e9,2.35066e10
538.5,4.93774e9,2.35404e10
538.75,4.94867e9,2.35764e10
539.,4.95962e9,2.36114e10
539.25,4.97058e9,2.36473e10
539.5,4.98154e9,2.36818e10
539.75,4.99252e9,2.37161e10
540.,5.00351e9,2.37527e10
540.25,5.01452e9,2.37864e10
540.5,5.02553e9,2.38222e10
540.75,5.03655e9,2.38572e10
541.,5.04759e9,2.38925e10
541.25,5.05864e9,2.39285e10
541.5,5.06969e9,2.39626e10
541.75,5.08076e9,2.39982e10
542.,5.09184e9,2.40341e10
542.25,5.10293e9,2.40687e10
542.5,5.11404e9,2.41044e10
542.75,5.12515e9,2.41414e10
543.,5.13627e9,2.41751e10
543.25,5.14741e9,2.42116e10
543.5,5.15856e9,2.42458e10
543.75,5.16972e9,2.42817e10
544.,5.18089e9,2.43172e10
544.25,5.19207e9,2.4353e10
544.5,5.20326e9,2.43888e10
544.75,5.21446e9,2.4425e10
545.,5.22568e9,2.44592e10
545.25,5.2369e9,2.44953e10
545.5,5.24814e9,2.45304e10
545.75,5.25939e9,2.45671e10
546.,5.27065e9,2.46013e10
546.25,5.28192e9,2.46384e10
546.5,5.2932e9,2.46756e10
546.75,5.30449e9,2.47107e10
547.,5.3158e9,2.47449e10
547.25,5.32711e9,2.47822e10
547.5,5.33844e9,2.48168e10
547.75,5.34978e9,2.48535e10
548.,5.36113e9,2.48903e10
548.25,5.37249e9,2.49257e10
548.5,5.38386e9,2.49619e10
548.75,5.39524e9,2.49966e10
549.,5.40664e9,2.50342e10
549.25,5.41804e9,2.50703e10
549.5,5.42946e9,2.51055e10
549.75,5.44089e9,2.51419e10
550.,5.45232e9,2.51781e10
550.25,5.46377e9,2.52141e10
550.5,5.47524e9,2.52509e10
550.75,5.48671e9,2.52872e10
551.,5.49819e9,2.53228e10
551.25,5.50969e9,2.53587e10
551.5,5.52119e9,2.53956e10
551.75,5.53271e9,2.54307e10
552.,5.54424e9,2.54672e10
552.25,5.55578e9,2.55048e10
552.5,5.56733e9,2.55411e10
552.75,5.57889e9,2.55779e10
553.,5.59047e9,2.5614e10
553.25,5.60205e9,2.56505e10
553.5,5.61365e9,2.56861e10
553.75,5.62526e9,2.57231e10
554.,5.63687e9,2.57586e10
554.25,5.6485e9,2.57958e10
554.5,5.66015e9,2.58326e10
554.75,5.6718e9,2.58701e10
555.,5.68346e9,2.59059e10
555.25,5.69514e9,2.59427e10
555.5,5.70682e9,2.5979e10
555.75,5.71852e9,2.60142e10
556.,5.73023e9,2.60521e10
556.25,5.74195e9,2.60888e10
556.5,5.75368e9,2.61249e10
556.75,5.76542e9,2.61622e10
557.,5.77717e9,2.62001e10
557.25,5.78894e9,2.62356e10
557.5,5.80072e9,2.62725e10
557.75,5.8125e9,2.63108e10
558.,5.8243e9,2.63455e10
558.25,5.83611e9,2.63842e10
558.5,5.84793e9,2.64203e10
558.75,5.85976e9,2.64586e10
559.,5.87161e9,2.6495e10
559.25,5.88346e9,2.65304e10
559.5,5.89533e9,2.65687e10
559.75,5.90721e9,2.66059e10
560.,5.91909e9,2.66422e10
560.25,5.93099e9,2.66804e10
560.5,5.94291e9,2.67178e10
560.75,5.95483e9,2.67552e10
561.,5.96676e9,2.67912e10
561.25,5.97871e9,2.68265e10
561.5,5.99066e9,2.68673e10
561.75,6.00263e9,2.69042e10
562.,6.01461e9,2.69395e10
562.25,6.0266e9,2.69793e10
562.5,6.0386e9,2.70141e10
562.75,6.05061e9,2.7053e10
563.,6.06263e9,2.70893e10
563.25,6.07467e9,2.71268e10
563.5,6.08672e9,2.7164e10
563.75,6.09877e9,2.72023e10
564.,6.11084e9,2.72388e10
564.25,6.12292e9,2.7276e10
564.5,6.13501e9,2.73155e10
564.75,6.14711e9,2.73516e10
565.,6.15923e9,2.73896e10
565.25,6.17135e9,2.74276e10
565.5,6.18349e9,2.74665e10
565.75,6.19564e9,2.75014e10
566.,6.2078e9,2.75393e10
566.25,6.21997e9,2.75779e10
566.5,6.23215e9,2.7616e10
566.75,6.24434e9,2.76536e10
567.,6.25654e9,2.76911e10
567.25,6.26876e9,2.7729e10
567.5,6.28099e9,2.77663e10
567.75,6.29322e9,2.78041e10
568.,6.30547e9,2.78414e10
568.25,6.31773e9,2.78799e10
568.5,6.33e9,2.79186e10
568.75,6.34229e9,2.79563e10
569.,6.35458e9,2.79928e10
569.25,6.36688e9,2.8031e10
569.5,6.3792e9,2.80707e10
569.75,6.39153e9,2.81082e10
570.,6.40387e9,2.81467e10
570.25,6.41622e9,2.81837e10
570.5,6.42858e9,2.82218e10
570.75,6.44095e9,2.82594e10
571.,6.45334e9,2.82982e10
571.25,6.46573e9,2.83359e10
571.5,6.47814e9,2.83736e10
571.75,6.49056e9,2.84116e10
572.,6.50299e9,2.84507e10
572.25,6.51543e9,2.84889e10
572.5,6.52788e9,2.85268e10
572.75,6.54034e9,2.85662e10
573.,6.55281e9,2.86016e10
573.25,6.5653e9,2.86421e10
573.5,6.5778e9,2.86799e10
573.75,6.59031e9,2.87193e10
574.,6.60282e9,2.87582e10
574.25,6.61536e9,2.87952e10
574.5,6.6279e9,2.88336e10
574.75,6.64045e9,2.88733e10
575.,6.65301e9,2.89132e10
575.25,6.66559e9,2.89491e10
575.5,6.67818e9,2.8989e10
575.75,6.69078e9,2.90267e10
576.,6.70339e9,2.90661e10
576.25,6.71601e9,2.91041e10
576.5,6.72864e9,2.91423e10
576.75,6.74128e9,2.9181e10
577.,6.75394e9,2.92202e10
577.25,6.7666e9,2.92585e10
577.5,6.77928e9,2.92968e10
577.75,6.79197e9,2.9336e10
578.,6.80467e9,2.93732e10
578.25,6.81738e9,2.94136e10
578.5,6.8301e9,2.94523e10
578.75,6.84283e9,2.94901e10
579.,6.85558e9,2.95307e10
579.25,6.86833e9,2.9569e10
579.5,6.8811e9,2.96099e10
579.75,6.89388e9,2.96467e10
580.,6.90667e9,2.96858e10
580.25,6.91947e9,2.97251e10
580.5,6.93228e9,2.9762e10
580.75,6.94511e9,2.97999e10
581.,6.95794e9,2.98424e10
581.25,6.97079e9,2.98816e10
581.5,6.98365e9,2.99198e10
581.75,6.99652e9,2.99582e10
582.,7.00939e9,2.99989e10
582.25,7.02229e9,3.00369e10
582.5,7.03519e9,3.00758e10
582.75,7.0481e9,3.0116e10
583.,7.06103e9,3.01532e10
583.25,7.07396e9,3.01945e10
583.5,7.08691e9,3.02313e10
583.75,7.09987e9,3.02717e10
584.,7.11284e9,3.03123e10
584.25,7.12582e9,3.03506e10
584.5,7.13881e9,3.0391e10
584.75,7.15182e9,3.04289e10
585.,7.16483e9,3.04675e10
585.25,7.17786e9,3.05082e10
585.5,7.1909e9,3.0548e10
585.75,7.20395e9,3.05862e10
586.,7.21701e9,3.06271e10
586.25,7.23008e9,3.06653e10
586.5,7.24316e9,3.07058e10
586.75,7.25626e9,3.07455e10
587.,7.26936e9,3.07847e10
587.25,7.28248e9,3.08255e10
587.5,7.29561e9,3.08655e10
587.75,7.30874e9,3.09026e10
588.,7.32189e9,3.09437e10
588.25,7.33506e9,3.09825e10
588.5,7.34823e9,3.10242e10
588.75,7.36141e9,3.10632e10
589.,7.37461e9,3.11002e10
589.25,7.38782e9,3.1142e10
589.5,7.40103e9,3.11807e10
589.75,7.41426e9,3.12196e10
590.,7.4275e9,3.12608e10
590.25,7.44075e9,3.13007e10
590.5,7.45402e9,3.13402e10
590.75,7.46729e9,3.13809e10
591.,7.48058e9,3.14198e10
591.25,7.49387e9,3.1458e10
591.5,7.50718e9,3.14992e10
591.75,7.5205e9,3.15407e10
592.,7.53383e9,3.15794e10
592.25,7.54717e9,3.1619e10
592.5,7.56052e9,3.16598e10
592.75,7.57389e9,3.16994e10
593.,7.58726e9,3.17419e10
593.25,7.60065e9,3.17789e10
593.5,7.61405e9,3.18194e10
593.75,7.62746e9,3.18596e10
594.,7.64088e9,3.19e10
594.25,7.65431e9,3.19396e10
594.5,7.66775e9,3.198e10
594.75,7.6812e9,3.20212e10
595.,7.69467e9,3.20607e10
595.25,7.70815e9,3.21004e10
595.5,7.72163e9,3.21421e10
595.75,7.73513e9,3.21817e10
596.,7.74864e9,3.22204e10
596.25,7.76216e9,3.22623e10
596.5,7.7757e9,3.23001e10
596.75,7.78924e9,3.23422e10
597.,7.8028e9,3.23821e10
597.25,7.81636e9,3.24222e10
597.5,7.82994e9,3.24624e10
597.75,7.84353e9,3.25043e10
598.,7.85713e9,3.25433e10
598.25,7.87074e9,3.25841e10
598.5,7.88436e9,3.2626e10
598.75,7.89799e9,3.26679e10
599.,7.91164e9,3.27065e10
599.25,7.92529e9,3.27471e10
599.5,7.93896e9,3.27874e10
599.75,7.95264e9,3.28278e10
600.,7.96633e9,3.28697e10
