activitytype_from,flowobject_from,activitytype_to,flowobject_to,classification_from,classification_to,comment,skos_uri
ai_1920_5,fi_33380,INDPROD,LUBRIC,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_18,fi_33500_1,INDPROD,BITUMEN,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_23,fi_33500_3,INDPROD,PARWAX,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_19,fi_33500_2,INDPROD,PETCOKE,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_20,fi_33500_4,INDPROD,ONONSPEC,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
A_industrial_waste,fi_39950,INDPROD,INDWASTE,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
at_3821_85,fi_39910_2,INDPROD,MUNWASTER,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
at_3821_84,fi_39910_1,INDPROD,MUNWASTEN,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_16,fi_31,INDPROD,PRIMSBIO,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_3520_3,fi_17200_4,INDPROD,BIOGASES,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_2,fi_3331_3,INDPROD,BIOGASOL,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920_1,fi_35491,INDPROD,BIODIESEL,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920_1,fi_35491,INDPROD,BIOJETKERO,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920_2,fi_3331_3,INDPROD,OBIOLIQ,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_0220_2,fi_34510,INDPROD,CHARCOAL,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_3530_1,fi_1730,INDPROD,SOLARTH,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_3510,fi_17100,INDPROD,ELECTR,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_3530_1,fi_1730,INDPROD,HEAT,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
oa_imp,,IMPORTS,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
oa_exp,,EXPORTS,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ast,,STOCKCHA,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11010_1,,ANTCOAL,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11010_3,,COKCOAL,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11010_2,,BITCOAL,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11030_2,,SUBCOAL,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11030_1,,LIGNITE,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11020,,PATFUEL,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33100,,OVENCOKE,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33429_2,,GASCOKE,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33200,,COALTAR,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11040,,BKB,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_17200_3,,GASWKSGS,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33429_1,,COKEOVGS,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_17200_1,,BLFURGS,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_17200_2,,OGASES,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11050,,PEAT,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11040,,PEATPROD,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_1201,,OILSHALE,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_2711_21,,NATGAS,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_1201,,CRUDEOIL,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_2711_11,,NGL,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33370_1,,REFFEEDS,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_35430,,ADDITIVE,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_17200_5,,NONCRUDE,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33429_4,,REFINGAS,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33429_5,,ETHANE,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33429_3,,LPG,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_3331_1,,NONBIOGASO,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_3331_2,,AVGAS,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33320,,JETGAS,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_3334_1,,NONBIOJETK,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_3334_2,,OTHKERO,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33360,,NONBIODIES,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33370_2,,RESFUEL,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33330,,NAPHTHA,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33350,,WHITESP,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33380,,LUBRIC,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33500_1,,BITUMEN,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33500_3,,PARWAX,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33500_2,,PETCOKE,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33500_4,,ONONSPEC,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_39950,,INDWASTE,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_39910_2,,MUNWASTER,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_39910_1,,MUNWASTEN,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_31,,PRIMSBIO,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_17200_4,,BIOGASES,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_3331_3,,BIOGASOL,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_35491,,BIODIESEL,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_35491,,BIOJETKERO,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_3331_3,,OBIOLIQ,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_34510,,CHARCOAL,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_1730,,SOLARTH,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_17100,,ELECTR,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_1730,,HEAT,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
oa_loss,,DISTLOSS,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
oa_transfer,,TRANSFER,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_2815_2,,THEAT,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_2815_3,,TBOILER,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_3510_21,,TELE,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_2410,,TBLASTFUR,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_3520_2,,TGASWKS,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1910,,TCOKEOVS,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1910,,TPATFUEL,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1910,,TBKB,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920,,TREFINER,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_petrochem,,TPETCHEM,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1910,,TCOALLIQ,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_2011_07_01,,TGTL,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_3520_2,,TBLENDGAS,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1910,,TCHARCOAL,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
A_NS_transf,,TNONSPEC,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_05,,EMINES,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_0610_1,,EOILGASEX,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_2410,,EBLASTFUR,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_3520_2,,EGASWKS,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_3520_4,,EBIOGAS,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1910,,ECOKEOVS,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1910,,EPATFUEL,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920,,EREFINER,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1910,,ECOALLIQ,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_2011_07_01,,ELNG,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_2011_07_01,,EGTL,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_3510_7,,EPUMPST,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_3510_12,,ENUC,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1910,,ECHARCOAL,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
A_NS_energy,,ENONSPEC,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
X_mine,,MINING,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_f,,CONSTRUC,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_2410,,IRONSTL,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_chemicals,,CHEMICAL,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_non_ferrous,,NONFERR,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_non_metallic,,NONMET,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_motor,,TRANSEQ,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_machinery,,MACHINE,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_food,,FOODPRO,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_paper,,PAPERPRO,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_16,,WOODPRO,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_textile,,TEXTILES,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_other,,INONSPEC,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_51,,WORLDLAV,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_51,,DOMESAIR,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_492,,ROAD,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_491,,RAIL,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_4930,,PIPELINE,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_501,,WORLDMAR,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_501,,DOMESNAV,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
A_NS_transp,,TRNONSPE,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
X_commercial,,COMMPUB,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
X_agriculture,,AGRICULT,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_03,,FISHING,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
F_HOUS,,ONONSPEC,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_f,,NECONSTRUC,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_mine,,NEMINING,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_2410,,NEIRONSTL,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_chemicals,,NECHEM,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_non_ferrous,,NENONFERR,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_non_metallic,,NENONMET,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_motor,,NETRANSEQ,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_machinery,,NEMACHINE,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_food,,NEFOODPRO,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_paper,,NEPAPERPRO,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_16,,NEWOODPRO,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_textile,,NETEXTILES,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_other,,NEINONSPEC,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_transport,,NETRANS,,bonsai_v2_0,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
X_other,,NEOTHER,,bonsai_v2_0,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
